features,mae,mse,rmse,r2
"['Humidity', 'Vapor_pressure(hPa)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",705892.6655734251,1080734807788.1699,1039583.9589894459,0.9023781761427457
"['Humidity', 'Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",692857.66102776,1069559219579.9952,1034194.9620743641,0.9033876571881397
"['Humidity', 'Vapor_pressure(hPa)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",746112.6822186775,1205132890562.0234,1097785.448328599,0.8911414068287425
"['Humidity', 'Vapor_pressure(hPa)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",608371.9693239469,871637373602.6709,933615.2171010661,0.9212657633121057
"['Humidity', 'Vapor_pressure(hPa)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",698177.1581115787,1109682602797.8423,1053414.7344696876,0.8997633473011786
"['Humidity', 'Vapor_pressure(hPa)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",631749.262212315,1010630610453.9136,1005301.2535821855,0.9087106265778578
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",692557.2478162517,1083647245254.0985,1040983.7872196177,0.9021150982301578
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",700932.108328511,1097335031513.2516,1047537.603865967,0.9008786925462124
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",704757.8081020159,1075366553841.5957,1036998.8205594043,0.9028630857962675
"['Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",691113.7676055685,1063579803863.8239,1031300.0552040244,0.9039277725463265
"['Humidity', 'Dew_Point(C)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",744892.656354518,1204399490100.3625,1097451.3611547267,0.8912076542468595
"['Humidity', 'Dew_Point(C)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",606670.4386891688,861486076769.5956,928162.74261015,0.9221827210192323
"['Humidity', 'Dew_Point(C)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",697444.7676533664,1111727855852.8828,1054385.0605224273,0.8995786013930761
"['Humidity', 'Dew_Point(C)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",632549.334547613,1006993181067.4651,1003490.4987429951,0.9090391923724433
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",682232.0865116336,1040311991104.6248,1019956.8574722289,0.9060295335910835
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",684815.6660416859,1031373388558.778,1015565.5510890363,0.9068369496907338
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",674994.7830847846,1013979688070.9906,1006965.5843528073,0.9084081073447745
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",722401.8889632681,1143690497541.717,1069434.662586601,0.8966914441048365
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",585230.6583729074,823362238035.9127,907393.100059678,0.9256264138130628
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",690439.7347269469,1088665374380.5885,1043391.2853673777,0.9016618150434325
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",623973.5830743429,991180709602.9022,995580.5892055661,0.9104675190007127
"['Humidity', 'sunshine(hr)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",689495.7487837889,1025621746477.1587,1012729.8487144331,0.9073564904570119
"['Humidity', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",688588.2621785714,1051352621151.3184,1025354.8757144125,0.9050322431976174
"['Humidity', 'sunshine(hr)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",733624.192284848,1167399011947.6897,1080462.4065406856,0.8945498748682595
"['Humidity', 'sunshine(hr)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",592951.2611932989,836155159594.4225,914415.2008767256,0.9244708404698109
"['Humidity', 'sunshine(hr)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",683634.3089003759,1045773187383.3136,1022630.5233970447,0.9055362285385155
"['Humidity', 'sunshine(hr)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",591052.2144704541,874304693470.8354,935042.6158581412,0.921024826656356
"['Humidity', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",678971.3538977513,987404757363.3987,993682.4227908022,0.9108085974426781
"['Humidity', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",730541.5548062079,1114589418976.2048,1055741.1704467174,0.899320118915073
"['Humidity', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",587895.4464564833,767951878432.608,876328.6360907123,0.9306315828203713
"['Humidity', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",686880.7245198251,1023577381869.7949,1011720.0115989576,0.9075411561124178
"['Humidity', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",620946.4586008454,936777998221.3766,967872.9246246,0.9153816680311428
"['Humidity', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",718514.5002666818,1120493579042.6553,1058533.6929180173,0.8987868013334809
"['Humidity', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",591638.8439172873,825759036380.248,908712.8459421315,0.9254099131284305
"['Humidity', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",680376.2213418905,1032621411973.1981,1016179.8128152312,0.9067242168342973
"['Humidity', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",582279.9220608311,841455229113.1528,917308.6880179173,0.923992089855636
"['Humidity', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",600138.3167974105,856004363441.5505,925205.0385949865,0.9226778793588082
"['Humidity', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",721957.4119903097,1160091990537.784,1077075.666115331,0.8952099116801199
"['Humidity', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",664039.3739630963,1071188200934.9501,1034982.2225212132,0.9032405127362777
"['Humidity', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",570721.2460465408,805743062354.9581,897631.9191934733,0.927217938442825
"['Humidity', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",553755.5308698158,784371582324.3142,885647.5497195903,0.929148405421482
"['Humidity', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",634135.6098606358,1018375559686.0161,1009145.9555911702,0.9080110321313098
"['Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",693418.6487738955,1084194217158.7535,1041246.4728193578,0.9020656907394891
"['Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",700161.7403189427,1105774893519.5376,1051558.3167468829,0.9001163272404782
"['Vapor_pressure(hPa)', 'Dew_Point(C)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",703311.451915659,1075606771273.4849,1037114.6374791384,0.9028413871670994
"['Vapor_pressure(hPa)', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",690319.687065439,1073789648292.0437,1036238.219856826,0.9030055262864679
"['Vapor_pressure(hPa)', 'Dew_Point(C)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",747406.0649245201,1227652778500.695,1107994.9361349514,0.8891072051746537
"['Vapor_pressure(hPa)', 'Dew_Point(C)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",612830.9108095019,888165546076.5603,942425.3530527287,0.9197727880416686
"['Vapor_pressure(hPa)', 'Dew_Point(C)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",698449.3668876487,1115698729824.0344,1056266.4104401097,0.8992199158426732
"['Vapor_pressure(hPa)', 'Dew_Point(C)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",632232.3697363395,1011666170137.6038,1005816.1711454055,0.9086170853831944
"['Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",681213.2720656076,1038584092910.9272,1019109.4607111285,0.9061856131139163
"['Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",684321.0199480333,1024627189935.5651,1012238.7020538016,0.9074463278739434
"['Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",675012.4516083063,1012987627683.8177,1006472.8648522113,0.9084977192862743
"['Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",724338.4799192377,1147072802753.2537,1071014.8471208294,0.8963859234523947
"['Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",587435.146406156,835995707370.5962,914328.0086328955,0.9244852436488292
"['Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",689331.9318410131,1086836317701.242,1042514.4208600867,0.9018270321232279
"['Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",623280.4853114039,986283545808.9778,993118.0925796175,0.9109098754954286
"['Vapor_pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",689126.0701569603,1022576841802.2908,1011225.4159198585,0.9076315340159776
"['Vapor_pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",687768.5701395485,1063792028588.4065,1031402.9419137831,0.9039086024737684
"['Vapor_pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",735426.2703780861,1179310643794.8542,1085960.700851948,0.8934739076488672
"['Vapor_pressure(hPa)', 'sunshine(hr)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",603559.2217572416,873046078492.23,934369.3480055036,0.9211385162394619
"['Vapor_pressure(hPa)', 'sunshine(hr)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",683371.7645862119,1051046872301.5413,1025205.7707121733,0.9050598612220786
"['Vapor_pressure(hPa)', 'sunshine(hr)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",592616.4118097706,881973044330.5112,939134.1993189851,0.9203321512733627
"['Vapor_pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",678064.1713189011,987283691431.767,993621.5031045609,0.9108195332217126
"['Vapor_pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",730329.537402862,1113542606760.7886,1055245.2827474703,0.899414676541022
"['Vapor_pressure(hPa)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",594867.3457748715,785879279133.8392,886498.3243829845,0.9290122164958465
"['Vapor_pressure(hPa)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",687910.2715720105,1021955819949.8862,1010918.3052798511,0.9076876303732431
"['Vapor_pressure(hPa)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",619927.6300566309,927167407603.6014,962895.3253617972,0.9162497842218046
"['Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",720108.3295111248,1133806322969.922,1064803.4198714436,0.8975842728932392
"['Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",599027.9835648184,852379160297.0261,923243.824943891,0.923005340767723
"['Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",679654.4025894363,1032083680058.6918,1015915.1933398239,0.9067727896847895
"['Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",582622.0202639702,836405462264.9746,914552.0555249846,0.9244482308499119
"['Vapor_pressure(hPa)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",609214.8457069125,894603976017.924,945835.0680842426,0.9191912103325733
"['Vapor_pressure(hPa)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",720586.0994497666,1160326401597.7231,1077184.4789068042,0.8951887375354188
"['Vapor_pressure(hPa)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",661520.8834932126,1073882791773.3417,1036283.1619655612,0.9029971127177929
"['Vapor_pressure(hPa)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",575192.6777445885,830510364320.4054,911323.4136794716,0.9249807298580116
"['Vapor_pressure(hPa)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",563470.5799372963,813063133847.4733,901700.1352154014,0.92655672282849
"['Vapor_pressure(hPa)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",632869.8445304375,1016721397664.9723,1008326.0373832326,0.9081604511305741
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",680891.9484032998,1040491899181.5465,1020045.047623656,0.9060132826528614
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",683656.1104431201,1023744056947.9705,1011802.380382637,0.907526100499324
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",674822.6028986864,1015091575003.4819,1007517.530866576,0.9083076715769148
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",722776.1170958047,1143792417870.4583,1069482.3130236694,0.896682237731258
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",588678.5904209551,839482017070.9723,916232.5125594334,0.9241703283624617
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",690053.5700076565,1091914043952.6212,1044946.9096335092,0.9013683655806726
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",621383.963465212,977071176502.6556,988469.107510526,0.911742020705566
"['Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",687055.6983154217,1015235980572.5028,1007589.1923658684,0.90829462754898
"['Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",687183.1929431931,1065110973209.75,1032042.1373227694,0.9037894633671398
"['Dew_Point(C)', 'sunshine(hr)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",736788.9145299149,1181504923107.8503,1086970.525408969,0.8932757003300659
"['Dew_Point(C)', 'sunshine(hr)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",601017.4821109986,864564637262.1893,929819.6799714391,0.9219046373598774
"['Dew_Point(C)', 'sunshine(hr)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",682848.6902439536,1049244339810.8204,1024326.2858146423,0.9052226823952638
"['Dew_Point(C)', 'sunshine(hr)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",592076.885564058,878217282954.8296,937132.4788709596,0.9206714058923723
"['Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",677434.3951865226,985643040494.3934,992795.5683293482,0.9109677317766822
"['Dew_Point(C)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",731001.4568587826,1115853642281.6267,1056339.7380964265,0.8992059227367425
"['Dew_Point(C)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",592598.9425186594,781020060405.5433,883753.3934336791,0.9294511454461858
"['Dew_Point(C)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",686238.4753130075,1015372882070.3499,1007657.1252516154,0.9082822613571887
"['Dew_Point(C)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",618312.4935248259,922159259573.0566,960291.2368511214,0.9167021658249191
"['Dew_Point(C)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",720776.5548931465,1133206639391.842,1064521.7890639168,0.8976384417829683
"['Dew_Point(C)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",598686.9738417128,850554964279.2606,922255.3682572201,0.9231701187882365
"['Dew_Point(C)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",679555.194637418,1035976227388.4204,1017829.1739719491,0.9064211793109582
"['Dew_Point(C)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",581849.1481694614,833022691062.134,912700.7675367289,0.9247537935949381
"['Dew_Point(C)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",606218.4344375007,889168459908.9221,942957.2948489884,0.9196821957180188
"['Dew_Point(C)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",721787.1455877465,1170528827776.7178,1081909.805749406,0.8942671613594828
"['Dew_Point(C)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",662591.2294417629,1078114468873.1012,1038322.9116575927,0.902614869050358
"['Dew_Point(C)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",574474.3189232502,831002127845.8043,911593.181109756,0.9249363092916433
"['Dew_Point(C)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",563956.718248617,810762206315.6213,900423.3483843149,0.9267645635870221
"['Dew_Point(C)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",632787.8459030761,1021165349931.643,1010527.2633292201,0.9077590328341699
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",672750.4021113071,980561329186.5295,990232.9671277005,0.9114267582858819
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",672047.595881092,1005536068596.1031,1002764.2138589226,0.90917081205934
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",715065.2820476582,1121692045091.6995,1059099.6388875314,0.8986785449502352
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",576306.7925356978,820172907117.0734,905633.9807654489,0.9259145032675133
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",677216.0210835587,1034930819894.8636,1017315.4967338616,0.9065156100496183
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",592223.9762171193,892865545832.3491,944915.6289491402,0.9193482412009615
"['Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",666290.2500160187,955024963413.2697,977253.7865944903,0.9137334357274771
"['Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",712628.3345137568,1079714697084.4376,1039093.209045482,0.9024703218446488
"['Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",572196.7261152621,756755639908.8531,869917.0304740868,0.931642929190594
"['Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",679627.373828658,1015159180622.5262,1007551.0808998848,0.9083015648208572
"['Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",613129.8010809345,918274067872.1653,958266.1779861404,0.9170531117712724
"['Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",703346.8853280519,1080795565301.9154,1039613.1806118636,0.9023726879700117
"['Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",575604.8826603853,805970399870.3052,897758.5420759332,0.9271974032451803
